Sentences_Chinese,Sentence_Cantonese,label,emo_class
不要太黃了，容易變硬不好吃。,唔好太黃了，易變硬唔好食。,3,Anger
元宵炸成淺黃色，而且膨脹起來，感覺夾起來很輕，才能出鍋。,元宵炸成淺黃色，而且膨脹起來，感覺夾起來很輕，才能出鍋。,4,Neutral
又軟又酥，我真不知道以前是怎麼回事，怎麼就是做不好炸元宵呢？,又軟又酥，我真係唔知以前係點樣回事，點就係做不好炸元宵呢法？,0,Happy
一盤炸元宵吃掉一大半兒猛然想起應拍個照，以向大家展示一下我的手藝，但為時太晚，多少有些遺憾。,一盤炸元宵吃掉一大半兒猛然想起應拍個照，以向大家展示一下我的手勢，但為時太遲，多少有些遺憾。,1,Sad
這種東西不能多吃太甜，可是炸元宵的成功卻讓我興奮不已，早飯後我感到精神百倍，所有的家務僅僅用了半小時全部幹完，然後就是驚訝，不知道我是否真的幹完了家務活，用了十分鐘思考是否漏掉了什麼。,呢種嘢唔可以多食太甜，但炸元宵嘅成功卻令我興奮不已，早餐之後我感到精神百倍，所有嘅家務淨係用咗半粒鐘全部做完，然後就係驚訝，唔知我是否真的做完家務活，用咗十分鐘思考是否漏掉咗乜嘢。,0,Happy
這是一個結束與開始的季節，和著滿屋梔子濃烈的芬芳，我比較著一年前後的梔子與自己，並發現我和它都沒有變，這是很令人快樂的事，更令人快樂的則我與兩年前容易得的快樂的自己也沒變。,係一個結束與開始嘅季節，同住滿屋梔子濃烈嘅芬芳，我比較著一年前後嘅梔子與自己，並發現我和它都冇變，係好令人快樂嘅事，更令人快樂嘅則我與兩年前易到嘅快樂嘅自己都冇變。,0,Happy
半個月前，我與這個星巴克限量版夏日杯子擦肩錯過，我用半個月的時候讓自己處於後悔的狀態。,半個月前，我與呢個星巴克限量版夏日杯擦肩嘥，我用半個月嘅時候畀自己處於後悔嘅狀態。,1,Sad
這半個月時候，我走遍了各個不同的星巴克小店，我依照網上各個不同的店鋪電話依個打過去，得到的答案如出一轍：售罄！,這半個月的時候，我走遍了各個不同的星巴克小店，我依照網上各個不同的店舖電話依個打過去，得到的答案如出一轍：售罄！,1,Sad
越是買不到，我就越崩潰，還托了外地以及星巴克內部人員查探此限量版杯子的消息，依舊無果。,越昰買不到，我就越崩潰，仲托埋外地以及星巴克內部人員查探此限量版杯嘅消息，依舊無果。,1,Sad
然而，就在兩個小時前，我體會到了山窮水盡與柳暗花明的強大轉折。,然而，就喺兩個小時前，我體會到咗山窮水盡與栁晻芲明嘅強大轉折。,0,Happy
這個回答我倒也聽過，並且和那幾個和我混得很熟的星巴克店都留過電話，但至今音訊全無。,呢個答我倒都聽過，並且同幾個同我撈得好熟嘅星巴克店都留過電話，但至今音訊全無。,1,Sad
我立刻從家裡的沙發上蹦起來直奔地庫開車回去。,我立刻由屋企嘅梳化上蹦起來直奔地庫摣車回去。,0,Happy
結果就是我如願地拿到了這個錯失的杯子。,結果就係我如願地拿到咗呢個錯失嘅杯。,0,Happy
快樂很簡單吧，其實平凡的人快樂越是容易得到。,快樂好簡單吧，其實平凡嘅人快樂越昰易得到。,0,Happy
一朵花開了，對於擁有一座花園的人來說也許不會快樂；買到一個喜歡的杯子，對於在追逐香車美人的人來說也許不會快樂。,一朵花開了，對於擁有一座花園嘅人來講或者唔會快樂; 買到一個鍾意嘅杯，對於追逐香車美人緊嘅人來講或者唔會快樂。,1,Sad
但對於我而言，這些都是生活交付予我的最本質的快樂。,但對於我而言，呢啲都係生活交付予我嘅最本質嘅快樂。,0,Happy
另外，我馬上就可以過一個沒有工作任務的悠長的快樂週末了。,另外，我即刻就可以過一個冇工作任務嘅悠長嘅快樂週末咗。,0,Happy
我在某電腦城配製一台電腦，回來後就發現圖像時有時無，商家派人修過兩回，換過顯卡，光碟機，圖像仍有問題，商家就再不來修了。,我在某電腦城配製部電腦，返嚟之後就發現圖像時有時無，商家使人修過兩回，換過顯卡，光碟機，圖像仍有問題，商家就再唔嚟修咗。,1,Sad
我給省消協打電話說明情況，因為他們的電話到處張貼，希望能給予督促修理，他們一位元先生接了電話，讓我找區消協，區消協的一位先生讓找工商所或電腦城的物業管理，天知道他們還往哪推。,我畀省消協打電話說明情況，因為佢哋嘅電話周圍張貼，希望能給予督促修理，佢哋一位先生接咗電話，畀我搵區消協，區消協嘅一位先生畀搵工商所或電腦城嘅物業琯理，天知道佢哋仲往哪推。,3,Anger
那時，某報紙有文章說，某品質監督檢查站對配置電腦有具體的監督標準規定，我又給品質監督檢驗站打電話反映了這個問題，那裡的先生說了很多另人感動的話，我差點流下眼淚。,那時，某報紙有文章說，某質量監督檢查站對配置電腦有具體嘅監督標準規定，我又畀質量監督檢驗企打電話反映咗呢個問題，嗰度嘅先生講咗好多另人感動嘅話，我差啲流下眼淚。,0,Happy
最後說到解決方案，一是去法院上告，二是把商家經理拉到他那評理，我知道上告是勞民傷財，把商家經理拉到他那，我清楚，“你以為你是誰”的訓導。,最後講到解決方案，一係去法院上告，二係將商家經理拉到佢咁評理，我知上告係勞民傷財，將商家經理拉到佢咁，我清楚，“你估你係邊個”的訓導。,1,Sad
記得，過去有個相聲說，一個跑江湖的賣祖傳秘方“止癢藥”，有人買了一包，回家後他打開紙包，裡面還有一層紙，就這樣左一層右一層，好不容易打開最後一層裡面寫有兩個字—“撓撓”。,記得，過去有個相聲說，一個跑江湖的賣祖傳秘方“止癢藥”，有人買了一包，回家後他打開紙包，裡面還有一層紙，就這樣左一層右一層，好不容易打開最後一層裡面寫有兩個字—“撓撓”。,0,Happy
我的電腦，最後解決方案也只有“撓撓”了。,我的電腦，最後解決方案都只有撓撓哧埋。,1,Sad
購物時，商家好話說盡，什麼２４小時全天候上門服務，什麼保修數年，什麼……，然而，立了“牌坊”卻不守“貞節”。,購物時，商家好話說盡，什麼24小時全天候上門服務，什麼保修數年，什麼......，然而，立了嘜牌坊糸卻不守糸貞節。,3,Anger
消費者用心良苦依然是“無奈”，討公道的路真是“路漫漫其修遠兮”。,消費者用心良苦依然是“無奈”，討公道的路真是“路漫漫其修遠兮”。,1,Sad
電影《秋菊打官司》中，秋菊為“討說法”，丈夫“下身”已被踢，自己還挺著大肚子四處奔波，真是有冒“斷子絕孫”的危險，並非所有的人都能承受“討說法”之重的。,“電影《秋菊打官司》中，秋菊為”討說法“，丈夫”下身“已被踢，自己還挺著大肚子四處奔波，真是有冒”斷子絕孫“的危險，並非所有的人都能承受”討說法“之重的。,1,Sad
九年過去了，談起消費心態，依然是“傷痕累累”。,九年過去了，談起消費心態，依然是“傷痕累累”。,1,Sad
今天上午傳來了陳水扁又被拘押了，這次臺北地方法院總算是依法行事。,今日上午傳來了陳水扁又被拘押了，今次臺北地方法院總算係依法行事。,0,Happy
因為現在的臺灣不是民進黨，更不是台獨分子的天下。,因為而家嘅台灣唔係民進黨，更唔係台獨分子嘅天下。,0,Happy
我想是的！,我諗係嘅!,0,Happy
首先說明一點，我本人是不同意茅于軾先生的觀點。,首先說明啲，我本人係唔同意茅于輝先生嘅觀點。,3,Anger
這次也不例外，在對茅于軾先生的觀點評論裡，照舊出現這些東西，這讓我感到心寒。,今次都唔例外，喺對茅于輝先生嘅觀點評論度，照舊出現呢啲嘢，令我感到心寒。,1,Sad
說句不好聽的，有些線民並不是在辯論和批駁什麼觀點，純粹是在發洩。,講句不好聽嘅，有些網民並不昰喺辯論同批駁乜嘢觀點，純粹係喺發洩。,3,Anger
我可以不同意你的觀點，但我必需維護你說話的權利。,我可以唔同意你嘅觀點，但我必需維護你講話嘅權利。,0,Happy
如果每個線民都能有這樣的想法，我想，中國網路所存在的壞風氣一定會有改觀。,如果個個網民都能有噉嘅想法，我想，中國網絡所存在的壞風氣一定會有改觀。,0,Happy
茅先生的觀點，我們可以反對，但我們沒有權利羞辱他的人格。,茅先生嘅觀點，我哋可以反對，但我哋冇權利羞辱佢嘅人格。,3,Anger
還有線民指責茅先生可能收了外國人的錢等等，如果這是真實的話，請拿出確鑿的證據來證明它的真實性。,仲有網民彈茅先生可能收咗鬼佬嘅錢等埋，如果係真實嘅話，請攞出確鑿嘅證據嚟證明它的真實性。,3,Anger
否則，我認為這是污蔑和誹謗，這種行為是百分之百的違法行為。,否則，我認為係汙衊和誹謗，呢種行為係百分之百嘅違灋行為。,3,Anger
被評上的城市當然會十分滿意，無比自豪。,被評上嘅城市梗係會十分滿意，無比自豪。,0,Happy
雖然，有關評選機關已經公佈了此次評選的部分資料和情況。,雖然，有關評選機關有公佈此次評選嘅部分數據同情況。,4,Neutral
這次被選上的票數前十名，以及各個單項指標最好城市裡，大，中，小各行政級別的城市都有。,今次被選上嘅票數前十名，以及各個單項指標最好城市入面，大，中，小各行政級別嘅城市都有。,4,Neutral
單單這一點，我就認為評選活動缺乏公平性。,單單啲，我就認為評選活動缺乏公平性。,3,Anger
把一座幾十萬人的城市跟幾百萬甚至上千萬人口的城市作比較，其本身就是不公正。,將一座幾十萬人嘅城市同幾百萬甚至上千萬人口嘅城市作比較，其本身就係唔公正。,3,Anger
實際上，在網路上有關本次評選結果的評論，已經出現了許多責難和反對的聲音，對某些當選城市表示質疑。,實際上，喺網絡上有關本次評選結果嘅評論，有出現好多責難同反對嘅聲，對某些當選城市表示質疑。,3,Anger
或許前一段時間感覺很幸福，而目前很痛苦。,或許前一段時間感覺好幸福，而目前好痛苦。,1,Sad
或許現在感覺這個城市不錯，而將來某個時候又對它不滿意。,或許而家感覺呢個城市唔錯，而將來某個時候又對它唔滿意。,3,Anger
更何況在沒有廣大市民的參與下，這種投票出來的結果，在我看來真的是一點意義都沒有。,更何況喺冇廣大市民嘅參與的，呢種投票出嚟嘅結果，喺我睇嚟真係一啲意義都冇。,3,Anger
吳宇森先生導演的《赤壁》下集終於上映了，據新聞媒體報導說開映１０個小時，全國票房收入１５００萬，來了個開門紅。,吳宇森先生導演嘅《赤壁》下集終於上映了，據新聞媒體報道話開映10個小時，全國票房收入1500萬，嚟咗個開門紅。,0,Happy
這也符合吳宇森導演所拍電影的一貫風格，作為大片，作為一部商業影片，《赤壁》是成功的。,都符合吳宇森導演所拍電影嘅一貫風格，作為大片，作為一部商業影片，《赤壁》係成功嘅。,0,Happy
事實上《三國演義》也只不過是部小說而已，書中某些內容與歷史完全不符。,其實《三國演義》都只不過係部小說嘅啫，書中某些內容與歷史完全不符。,3,Anger
因此我們不必用歷史的眼光來看這部電影，笑著看《赤壁》，是我看片時的心態。,因此我們不必用歷史的眼光來看這部電影，笑著看《赤壁》，是我看片時的心態。,0,Happy
由此，從影片中我得到了快樂和強烈的感觀刺激。,由此，從影片中我得到了快樂和強烈的感觀刺激。,0,Happy
對於《赤壁》中的問題，我引用某部舊片的片名“三笑”來歸納一下。,對於《赤壁》中嘅問題，我引用某部舊片嘅片名“三笑”嚟歸納嚇。,4,Neutral
一個用美人計穩住曹操，拖延了曹軍的進攻時間。,一個用美人計穩住曹操，拖延咗曹軍嘅進攻時間。,0,Happy
二笑，草船借箭之前，諸葛亮跟魯肅的對話，這是我笑的比較厲害的地方。,二笑，草船借箭之前，諸葛亮同魯肅嘅對話，係我笑嘅比較犀利嘅地方。,0,Happy
可仔細想一下，利用動物觀察天氣也未嘗不可，臺詞“雷人”但也挺符合現代人的娛樂心理。,可仔細想一下，利用動物觀察天氣都未嘗不可，台詞雒雷人為但都幾符合現代人嘅娛樂心理。,0,Happy
三笑，電影最後，關羽對曹操說：“你過時了”。,三笑，電影最後，關羽對曹操話：徜徉你過時了桎梏。,3,Anger
我是轟然大笑，全場觀眾也是如此。,我係轟然大笑，全場觀眾也是如此。,0,Happy
只是，關羽這句話也說的沒錯，長江後浪推前浪，新人輩出，如此而言，對於舊人，老人自然是過時了。,只是，關羽呢句說話都話嘅冇錯，長江後浪推前浪，新人輩出，如此而言，對於舊人，老人自然係老土了。,0,Happy
電影《赤壁》中還有其它會使人笑出聲的情節和臺詞，我只舉出三處例子。,電影《赤壁》中仲有其它會使人笑齣聲嘅情節同台詞，我只舉出三處例子。,4,Neutral
不過，我的目的不是要批評它什麼，而是舉例讓大家笑一笑，尤其是對還沒有看過《赤壁》的人們。,之，我嘅目的唔係要批評它乜嘢，而是舉例讓大家笑一笑，尤其是對仲未睇過《赤壁》嘅啲人。,3,Anger
當然，作為學生來說，幾年的大學生活已經付出了很多物質和精神上的代價。,當然，作為學生來說，幾年嘅大學生活已經付出咗好多物質和精神上嘅代價。,1,Sad
要是本人的家境很好，個人的生活費由父母負擔沒什麼問題。,要是本人嘅家境好好，個人嘅家用由父母負擔冇乜問題。,0,Happy
但是，當個啃老族也不是那麼好受的。,但是，當個咬老族都唔係咁好受嘅。,1,Sad
剛畢業找工作就要求高職高薪，稍微苦一些，髒一些的活兒就嫌這嫌那的不肯幹。,啱啱畢業搵工作就要求高職高薪，稍微苦一些，汙糟啲嘅活兒就嫌嫌嘅唔肯做。,3,Anger
漫漫人生路上，總會找到能體現自己價值的工作。,漫漫人生路上，總會搵到能體現自己價值嘅工作。,0,Happy
還是在元旦前，偶爾看見網上新聞說《赤壁》上集在“全球”贏得了７億元的票房收入。,都係喺元旦前，偶爾見到網上新聞話《赤壁》上集喺徜徉全球桎梏贏得了7億蚊嘅票房收入。,0,Happy
首先，我認為７億元是有的，儘管其貨幣計算單位是人民幣而非美金。,首先，我認為7億蚊係有的，儘管其貨幣計算單位係人民幣而非美金。,3,Anger
如果是美金的話那可不得了，這有可能是打破好萊塢影片的全球記錄。,如果係美金嘅話可不得了，有可能係打爛荷裡活影片嘅全球記錄。,0,Happy
不過，在票房收入錢加上全球兩個字，我想是很不妥當，最多只能說是全亞洲票房７億元。,之，票房收入錢加上全球兩個字緊，我想係好不妥當，最多只能話係亞洲票房7億元曬。,3,Anger
詳細瞭解一下《赤壁》上集的全球票房分佈，就可以發現它的放映收入主要來自國內大陸，中國的港，澳，臺地區，日本和部分東南亞市場。,詳細瞭解嚇《赤壁》上集嘅全球票房分佈，就可以發現它的放映收入主要來自國內大陸，中國嘅港，澳，臺地區，日本同部分東南亞市場。,4,Neutral
而《赤壁》上集只在日本進入過一周電影排行榜，成績很不錯，不但上榜好幾周而且還排過第一名。,而《赤壁》上集只喺日本進入過一周電影排行榜，成績好唔錯，唔單止上榜好幾周而且仲排過第一名。,0,Happy
或許有人會怪我太較真了，日本不是外國嗎？,或許有人會怪我太較真了，日本唔係外國咩？,3,Anger
我認為這裡是有區別，全球和亞洲是兩個地理概念。,我認為呢度係有區別，全球同亞洲係兩個地理概念。,4,Neutral
對於新聞報導，應該實事求是，是什麼就是什麼，儘管《赤壁》上集是全球公映，但其票房總收入前，不能簡單的冠以“全球”。,對於新聞報道，應該實事求是，係乜嘢就係乜，儘管《赤壁》上集係全球公映，但其票房總收入前，不能簡單嘅冠以為全球為。,3,Anger
因為上映情況有好有壞，表面上看“全球”７億是個很大的數目。,因為上映情況有好有壞，表面上睇“全球”7億係個好大嘅數目。,3,Anger
細心的分析之後，就會覺得這巨大收入後面是有文章。,細心嘅分析之後，就會覺得巨大收入後便係有文章。,3,Anger
籠統的講“全球”是誤導國內的觀眾，是典型的“忽悠”行為。,籠統嘅講“全球”係誤導國內嘅觀眾，係典型嘅“忽悠”行為。,3,Anger
當然，單單從字面和語句上說，“全球”這個詞語加上去也是對的。,當然，單單從字面和語句上說，“全球”這個詞語加上去也是對的。,3,Anger
只是，它掩蓋了《赤壁》上集在歐美放映結果不理想的事實。,只是，它掩蓋咗《赤壁》上集喺歐美放映結果唔理想嘅事實。,1,Sad
我不反對在宣傳炒作某部電影時，對其塗脂抹粉，因為是賣東西自然要吆喝的好聽些。,我唔反對喺宣傳炒作某部電影時，對其塗脂抹粉，因為係賣嘢自然要吆喝嘅好聽些。,3,Anger
如果有人問我看沒看過《非誠勿擾》，我的回答是：看過。,如果有人問我睇未睇過《非誠勿擾》，我嘅答係：看過。,4,Neutral
也許有人會說《非誠勿擾》那麼好看，那麼賣座，佔據大量的市場空間是正常的事情，發行單位總不能把好的放映場所都給那些沒有上座率的電影。,或者有人會說《非誠勿擾》咁好睇，咁賣座，佔據大量嘅市場空間係正常嘅事情，發行單位總不能將好嘅放映場所都畀嗰啲冇上座率嘅電影。,0,Happy
反觀《非誠勿擾》的情況，差別太大了！,反觀《非誠勿擾》嘅情況，差別太大了！,3,Anger
許多想去影院觀賞《葉問》的觀眾，因為放映場次少而買不到票，進而只好放棄觀看的打算，準備在網上看。,好多想去影院觀賞《葉問》嘅觀眾，因為放映場次少而買不到飛，進而只好放棄觀看嘅打算，準備喺網上睇。,1,Sad
這無疑損害了《葉問》的上座率和票房收入，我認為其責任完全應該歸咎於電影發行放映部門。,無疑損害咗《葉問》嘅上座率同票房收入，我認為其責任完全應該歸咎於電影發行放映部門。,3,Anger
只是，若是純粹為了某種宣傳，為了炒作，為了破什麼記錄而非公平性的對待其它電影，我認為這是中國電影界的悲哀！,只是，若是純粹為了某種宣傳，為咗炒作，為咗破乜嘢記錄而非公平性嘅對待其它電影，我認為係中國電影界嘅悲哀！,1,Sad
是中國電影發行放映業界的悲哀！,係中國電影發行放映業界嘅悲哀！,1,Sad
更是廣大中國電影觀眾的悲哀！,更是廣大中國電影觀眾嘅悲哀！,1,Sad
無論結局怎樣，都可以說是幸福的吧。,無論結局怎樣，都可以話係幸福嘅酒吧。,0,Happy
白頭到老，固然很好，如果分手了，為愛情傷心，但也是很幸福。,白頭到老，固然好好，如果散咗，為愛情傷心，但都係好幸福。,0,Happy
即使戀人已經遠去，但戀愛時的浪漫情節依然在你的心裡埋藏，這不是一件很快樂的事情嗎？,即使戀人已經遠去，但戀愛時嘅浪漫情節依然喺你嘅心埋藏，唔係一件好快樂嘅事情咩？,0,Happy
愛情的意義不是讓一個人為另一個人犧牲，而是兩個人共同付出，彼此幸福。,愛情嘅意義唔係畀一個人為另一個人犧牲，而是兩個人共同付出，彼此幸福。,0,Happy
記得一本書中說過，無論一個人陪你走了多遠的路，最終他還是會和你分開的。,記得一本書中說過，無論一個人陪你走了多遠的路，最終佢都係會和你分開嘅。,1,Sad
因為，畢竟很少有同一時刻出生的人。,因為，話曬好少有同一時刻出生嘅人。,1,Sad
而一起走到老的人，不但有因為感情而離別的，而且還有生與死的離別。,而一起走到老的人，不但有因為感情而離別的，而且還有生與死的離別。,1,Sad
也許你會在他離開的時候難過傷心，但是總比失去自己的靈魂好。,或者你會喺佢離開嘅時候難過傷心，但係總比失去自己嘅靈魂好。,1,Sad
如果你真的愛一個人，那個人便會在你最想忘記的時候出現在你的心裡，會在你最難過最失落的時候出現在你的心裡。,如果你真的愛一個人，那個人便會在你最想忘記的時候出現在你的心裡，會在你最難過最失落的時候出現在你的心裡。,1,Sad
有時候越是在乎就越容易失去，越容易讓自己受傷。,有時候越昰在乎就越易失去，越易令自己受傷。,1,Sad
愛情不要像手裡的泥土，越抓緊，就容易流下來，最後剩下的只是少之又少的塵埃。,愛情唔好好似手入面嘅泥土，越捉緊，就易流落嚟，最後剩嘅只係少之又少嘅塵埃。,1,Sad
那些渾然天成的交集，錯過多可惜。,嗰啲渾然天成嘅交集，錯過多可惜。,1,Sad
雖然他家人說他水性不錯，但在這個寒冷的冬天，他最終未能逃過這一劫。,雖然佢家人話佢水性唔錯，但喺呢個寒冷嘅冬天，佢最終未能逃過劫。,1,Sad
這本是一個不該發生的悲劇，倘若曹強看到城管而逃跑時，城管沒有窮追不捨；如果曹強被追到河邊無路可走時，城管不再相逼，１８歲的曹強現在仍能快樂地和夥伴們一起，沉浸於他的網路世界中。,呢本係一個不該發生嘅悲劇，倘若曹強睇到城管而逃跑時，城管冇窮追不捨; 如果曹強被追到河邊無路可走時，城管不再相逼，18歲嘅曹強而家仍能快樂地同夥伴們一起，沉浸於佢嘅網絡世界中。,1,Sad
悲劇不可避免地發生，去年，重慶小販被城管追得跳入長江險些喪命，如今曹強卻沒有如此幸運。,悲劇不可避免地發生，去年，重慶小販被城管追得跳入長江險些喪命，如今曹強卻沒有如此幸運。,1,Sad
為了生活下去，延續自己的生命，他們有其它的生活選擇嗎？,為咗生活落去，延續自己嘅生命，佢哋有其它嘅生活選擇啊？,1,Sad
如果能夠，他們有誰願意成為“白毛女”呢？,如果能夠，佢哋有邊個肯成為靛白毛女為呢？,1,Sad
小商販的工作沒有勞動保護，沒黑沒白，東奔西走，飽受歧視。,小商販嘅工作冇勞動保護，冇黑冇白，東奔西走，飽受歧視。,1,Sad
他們出賣最低下的服務，放棄最基本的自尊，來換取最微薄的收入。,佢哋出賣最低下嘅服務，放棄最基本嘅自尊，嚟換取最微薄嘅收入。,1,Sad
可能僅僅是為了有一口飯吃而已。,可能僅僅係為咗有一啖飯食啫。,1,Sad
他們不是強盜，不是想害人利己，他們除了這個最可憐的自我職業之外，還有什麼可以賴以生存的東西嗎？,佢哋唔係強盜，唔係想害人利己，佢哋除咗呢個最可憐嘅自我職業之外，仲有乜嘢可以賴以生存嘅嘢呀？,1,Sad
活著，是他們僅有的權力。,活著，係佢哋僅有的權力。,1,Sad
如果一個社會連這些最弱勢無力的人群都不能寬容的話，我們憑什麼談和諧社會？,如果一個社會連呢啲最弱勢無力嘅人群都唔可以寬容嘅話，我哋憑乜嘢傾和諧社會？,3,Anger
政府用的都是老百姓的錢。,政府用嘅都係老百姓嘅錢。,4,Neutral
我們有想過如何用一小部分錢來讓那些顛簸流離的小商販們不再受屈辱嗎？,我哋有想過如何用小部分錢嚟畀嗰啲顛簸流離嘅小商販們不再受屈辱呀？,3,Anger
然而，他們沒有自己的利益代表，有哪一個人大代表是真正代表了這些城市盲流的生存權利和利益要求呢？,然而，佢哋冇自己嘅利益代表，有哪一個人大代表係真正代表咗呢啲城市盲流嘅生存權利和利益要求呢？,1,Sad
５０十年前，我們趕跑了黃世仁，白毛女當家做了主人。,50十年前，我哋趕跑了黃世仁，白毛女當家做咗主人。,0,Happy
５０年後，黃世仁似乎又回來了。,50年後，黃世仁似乎又返嚟喇。,1,Sad
以色列民族在歷史上受盡苦難艱辛，沒有地的以色列民族被迫遠適歐洲，散居各國。,以色列民族喺歷史上受盡苦難艱辛，冇噉嘅以色列民族被迫遠適歐洲，散居各國。,1,Sad
從九八年的洪水，世紀初的非典，再到今年的冰災、地震，我們的內心被一次次感動著，震動著。,從九八年嘅洪水，世紀初嘅非典，再到今年嘅冰災、地震，我哋嘅內心被一次次感動住，震動住。,1,Sad
從解放軍戰士，醫生護士，到身邊的陌生人、朋友，甚至自己，我們都看到了災難面前人性的偉大，經受著一次次災難的洗禮，我們的民眾也變得更堅強。,從解放軍戰士，醫師護士，到身邊的陌生人、朋友，甚至自己，我哋都看到了災難面前人性嘅偉大，經受住一次次災難嘅洗禮，我哋嘅民眾都變得更堅強。,0,Happy
災難拉近了人與人的距離，民族的向心力，凝聚力也在增強，涓涓細流匯成愛心海洋，每一個民眾的成長堅強換來了民族的興旺富強。,災難拉近咗人與人嘅距離，民族嘅嚮心力，凝聚力都喺增強，涓涓細流匯成愛心海洋，每一個民眾嘅成長堅強換嚟咗民族嘅旺富強。,0,Happy
一個民族的成長也是要付出痛的代價。,一個民族嘅成長都係要付出痛嘅代價。,1,Sad
２００８年即將告別我們，匆匆又一年。,2008年即將告別我哋，匆匆又一年。,1,Sad
我們就這樣像大江中的一滴水一樣，一路奔忙著跑向自己生命的終點。,我哋就這樣大江中嘅滴水噉，一路奔忙住跑向自己生命嘅終點。,1,Sad
我們似乎忘記了這個世界上除了人，還有草木；除了腳印，還有思想；除了這個世界之外，還有浩瀚的宇宙。,我哋似乎忘記咗呢個世界上除了人，仲有草木; 除了腳印，仲有思想; 除咗呢個世界之外，仲有浩瀚的宇宙。,1,Sad
匆忙之中，我們也曾去探問花草與名勝，然而，我們只為了“到此一遊”，只為了借花草能夠籍慰一下我們粗糙的靈魂。,匆忙之中，我們也曾去探問花草與名勝，然而，我們只為了“到此一遊”，只為了借花草能夠籍慰一下我們粗糙的靈魂。,1,Sad
匆忙之中，我們對親情的表達和呵護僅僅是某種程式，為了可以依然把自己打扮成一個忠孝的正人君子。,匆忙之中，我哋對親情嘅表達同呵護僅僅係某種程式，為咗可以依然將自己打扮成一個忠孝嘅正人君子。,1,Sad
匆忙之中，我們把友情鑄造成一層被不斷向上前行的階梯，為了可以從友情這裡獲取少勞多得的好處。,匆忙之中，我哋將友情鑄造成一層被不斷向上前行嘅階梯，為咗可以由友情呢度獲取少勞多得嘅好處。,1,Sad
匆忙之中，我們的愛情就是一種可以暫態買到的速食茗品，並把它放到名利的天平上度量著得失。,匆忙之中，我哋嘅愛情就係一種可以瞬時買到嘅速食茗品，並將佢放到名利嘅天平上度量住得失。,1,Sad
那些誘惑始終在我們的前面晃悠，我們只不過像一隻狗一樣，對名利金錢做了即時的不斷的條件發射而已。,那些誘惑始終在我們的前面晃悠，我們只不過像一隻狗一樣，對名利金錢做了實時的不斷的條件發射而已。,1,Sad
我們忙不擇路，趨之若鶩，為的是攀榮求富；我們絞盡腦汁，冥思苦想，不是為了別的，而只為了追逐別人的追逐。,我們忙不擇路，趨之若鶩，為的是攀榮求富; 我哋絞盡腦汁，冥思苦想，唔係為咗其他，而只為咗追逐人嘅追逐。,1,Sad
匆忙中，我們更忘記了審視自己，看看自己到底是一個什麼東西，我們忘記了自己是誰，卻學會了冷漠與麻木，卻學會了很多藉口。,匆忙中，我哋更忘記了審視自己，看看自己究竟係一個乜嘢嘢，我哋忘記了自己係邊個，卻學會了冷漠與麻木，卻學識咗好多藉口。,1,Sad
是否忘記了自己的尋覓其實就在回首處，漂泊的最後，望盡的唯有歸家的路？,是否忘記了自己的尋覓其實就在回首處，漂泊的最後，望盡的唯有歸家的路？,1,Sad
當我們的世界被物欲、貪念和權力占滿了的時候，我們的生活就只有步履匆匆，就算我們的心靈已是荒草叢生。,當我哋嘅世界被物慾、貪念和權力佔滿咗嗰陣時，我哋嘅生活就只有步履匆匆，就算我哋嘅心靈已是荒草叢生。,1,Sad
生命本需要凝視與傾聽，凝視朝來暮去，看興亡多少事；傾聽物語人聲，思聚散豈無憑！,生命本需要凝視與傾聽，凝視朝來暮去，看興亡多少事; 傾聽物語人聲，思聚散豈無憑！,1,Sad
郭沫若是一百年才出一個的大學問家和文人才子，可惜在政治上過於違心效忠，做了一些與事實不符的錯事，留下了洗不掉的遺憾。,郭沫若是一百年才出一個的大學問家和文人才子，可惜在政治上過於違心效忠，做了一些與事實不符的錯事，留下了洗不掉的遺憾。,1,Sad
少鵬編輯如果還是新聞業內人士的話，就應該知道，其實很多很多的美國佬這些年一直看好中國的股市，巴菲特、索羅斯、羅傑斯等等，中國股市不景氣是自己的事情，和美國人沒什麼太大關係。,少鵬編輯如果仲係新聞業內人士嘅話，就應該知道，其實好多好多嘅美國佬呢啲年一直看好中國嘅股市，巴菲特、索羅斯、羅傑斯等埋，中國股市不景氣係自己嘅事情，同美國人冇乜太大關係。,3,Anger
人各有志，多一個微不足道的笑料，未嘗不可。,人各有志，多一個微不足道的笑料，未嘗不可。,0,Happy
遺憾和不幸的倒是《證劵日報》。,可惜同不幸嘅倒是《証劵日報》。,1,Sad
一個副總編輯能夠演出了如此大的政治笑話，其文章還能夠發表在該報紙的頭版，著實是讓對岸的某些美國人咧開大嘴狂笑一番了。,一個副總編輯能夠演出咗如此大嘅政治笑話，其文章仲能夠發表在該報紙嘅頭版，著實係畀對岸嘅某些美國人咧開大嘴狂笑一番了。,3,Anger
有人這麼說並不為過，可我從來不這麼想。,有人咁講並不為過，可我從來唔咁想。,3,Anger
我討厭男人說愛只動嘴不動錢。,我憎男人話愛只動嘴唔鬱錢。,3,Anger
即使我再有錢，可我還是願意用他的錢，那是一種有點邀寵、也有些歡喜在裡面的滿足。,即使我再有錢，可我還是肯用佢嘅錢，係一種有點邀寵、都有啲歡喜喺入面嘅滿足。,0,Happy
